UPINT_SPLICED_FIRST_0_NB292	DOWNINT_SPLICED_FIRST_0_NB292	BOTH_SPLICED_0_NB292	BOTH_UNSPLICED_0_NB292	EXON_EXCL_0_NB292	EXON_INCLSPLICED_2UPSTRM_0_NB292	EXON_INCLUNSPLICED_2UPSTRM_0_NB292	EXON_INCLSPLICED_2DOSTRM_0_NB292	EXON_INCLUNSPLICED_2DOSTRM_0_NB292	NUPFIDOFI_0_NB292	FUPFI_0_NB292	PIR_UPINT_0_NB292	PIR_DOWNINT_0_NB292	PSI_EX_0_NB292	PSI_EX_WITHIRREADS_0_NB292	UPINT_SPLICED_FIRST_0_NB293	DOWNINT_SPLICED_FIRST_0_NB293	BOTH_SPLICED_0_NB293	BOTH_UNSPLICED_0_NB293	EXON_EXCL_0_NB293	EXON_INCLSPLICED_2UPSTRM_0_NB293	EXON_INCLUNSPLICED_2UPSTRM_0_NB293	EXON_INCLSPLICED_2DOSTRM_0_NB293	EXON_INCLUNSPLICED_2DOSTRM_0_NB293	NUPFIDOFI_0_NB293	FUPFI_0_NB293	PIR_UPINT_0_NB293	PIR_DOWNINT_0_NB293	PSI_EX_0_NB293	PSI_EX_WITHIRREADS_0_NB293	UPINT_SPLICED_FIRST_10_NB292	DOWNINT_SPLICED_FIRST_10_NB292	BOTH_SPLICED_10_NB292	BOTH_UNSPLICED_10_NB292	EXON_EXCL_10_NB292	EXON_INCLSPLICED_2UPSTRM_10_NB292	EXON_INCLUNSPLICED_2UPSTRM_10_NB292	EXON_INCLSPLICED_2DOSTRM_10_NB292	EXON_INCLUNSPLICED_2DOSTRM_10_NB292	NUPFIDOFI_10_NB292	FUPFI_10_NB292	PIR_UPINT_10_NB292	PIR_DOWNINT_10_NB292	PSI_EX_10_NB292	PSI_EX_WITHIRREADS_10_NB292	UPINT_SPLICED_FIRST_10_NB293	DOWNINT_SPLICED_FIRST_10_NB293	BOTH_SPLICED_10_NB293	BOTH_UNSPLICED_10_NB293	EXON_EXCL_10_NB293	EXON_INCLSPLICED_2UPSTRM_10_NB293	EXON_INCLUNSPLICED_2UPSTRM_10_NB293	EXON_INCLSPLICED_2DOSTRM_10_NB293	EXON_INCLUNSPLICED_2DOSTRM_10_NB293	NUPFIDOFI_10_NB293	FUPFI_10_NB293	PIR_UPINT_10_NB293	PIR_DOWNINT_10_NB293	PSI_EX_10_NB293	PSI_EX_WITHIRREADS_10_NB293	UPINT_SPLICED_FIRST_11_NB292	DOWNINT_SPLICED_FIRST_11_NB292	BOTH_SPLICED_11_NB292	BOTH_UNSPLICED_11_NB292	EXON_EXCL_11_NB292	EXON_INCLSPLICED_2UPSTRM_11_NB292	EXON_INCLUNSPLICED_2UPSTRM_11_NB292	EXON_INCLSPLICED_2DOSTRM_11_NB292	EXON_INCLUNSPLICED_2DOSTRM_11_NB292	NUPFIDOFI_11_NB292	FUPFI_11_NB292	PIR_UPINT_11_NB292	PIR_DOWNINT_11_NB292	PSI_EX_11_NB292	PSI_EX_WITHIRREADS_11_NB292	UPINT_SPLICED_FIRST_11_NB293	DOWNINT_SPLICED_FIRST_11_NB293	BOTH_SPLICED_11_NB293	BOTH_UNSPLICED_11_NB293	EXON_EXCL_11_NB293	EXON_INCLSPLICED_2UPSTRM_11_NB293	EXON_INCLUNSPLICED_2UPSTRM_11_NB293	EXON_INCLSPLICED_2DOSTRM_11_NB293	EXON_INCLUNSPLICED_2DOSTRM_11_NB293	NUPFIDOFI_11_NB293	FUPFI_11_NB293	PIR_UPINT_11_NB293	PIR_DOWNINT_11_NB293	PSI_EX_11_NB293	PSI_EX_WITHIRREADS_11_NB293	UPINT_SPLICED_FIRST_1_NB292	DOWNINT_SPLICED_FIRST_1_NB292	BOTH_SPLICED_1_NB292	BOTH_UNSPLICED_1_NB292	EXON_EXCL_1_NB292	EXON_INCLSPLICED_2UPSTRM_1_NB292	EXON_INCLUNSPLICED_2UPSTRM_1_NB292	EXON_INCLSPLICED_2DOSTRM_1_NB292	EXON_INCLUNSPLICED_2DOSTRM_1_NB292	NUPFIDOFI_1_NB292	FUPFI_1_NB292	PIR_UPINT_1_NB292	PIR_DOWNINT_1_NB292	PSI_EX_1_NB292	PSI_EX_WITHIRREADS_1_NB292	UPINT_SPLICED_FIRST_1_NB293	DOWNINT_SPLICED_FIRST_1_NB293	BOTH_SPLICED_1_NB293	BOTH_UNSPLICED_1_NB293	EXON_EXCL_1_NB293	EXON_INCLSPLICED_2UPSTRM_1_NB293	EXON_INCLUNSPLICED_2UPSTRM_1_NB293	EXON_INCLSPLICED_2DOSTRM_1_NB293	EXON_INCLUNSPLICED_2DOSTRM_1_NB293	NUPFIDOFI_1_NB293	FUPFI_1_NB293	PIR_UPINT_1_NB293	PIR_DOWNINT_1_NB293	PSI_EX_1_NB293	PSI_EX_WITHIRREADS_1_NB293	UPINT_SPLICED_FIRST_2_NB292	DOWNINT_SPLICED_FIRST_2_NB292	BOTH_SPLICED_2_NB292	BOTH_UNSPLICED_2_NB292	EXON_EXCL_2_NB292	EXON_INCLSPLICED_2UPSTRM_2_NB292	EXON_INCLUNSPLICED_2UPSTRM_2_NB292	EXON_INCLSPLICED_2DOSTRM_2_NB292	EXON_INCLUNSPLICED_2DOSTRM_2_NB292	NUPFIDOFI_2_NB292	FUPFI_2_NB292	PIR_UPINT_2_NB292	PIR_DOWNINT_2_NB292	PSI_EX_2_NB292	PSI_EX_WITHIRREADS_2_NB292	UPINT_SPLICED_FIRST_2_NB293	DOWNINT_SPLICED_FIRST_2_NB293	BOTH_SPLICED_2_NB293	BOTH_UNSPLICED_2_NB293	EXON_EXCL_2_NB293	EXON_INCLSPLICED_2UPSTRM_2_NB293	EXON_INCLUNSPLICED_2UPSTRM_2_NB293	EXON_INCLSPLICED_2DOSTRM_2_NB293	EXON_INCLUNSPLICED_2DOSTRM_2_NB293	NUPFIDOFI_2_NB293	FUPFI_2_NB293	PIR_UPINT_2_NB293	PIR_DOWNINT_2_NB293	PSI_EX_2_NB293	PSI_EX_WITHIRREADS_2_NB293	UPINT_SPLICED_FIRST_3_NB292	DOWNINT_SPLICED_FIRST_3_NB292	BOTH_SPLICED_3_NB292	BOTH_UNSPLICED_3_NB292	EXON_EXCL_3_NB292	EXON_INCLSPLICED_2UPSTRM_3_NB292	EXON_INCLUNSPLICED_2UPSTRM_3_NB292	EXON_INCLSPLICED_2DOSTRM_3_NB292	EXON_INCLUNSPLICED_2DOSTRM_3_NB292	NUPFIDOFI_3_NB292	FUPFI_3_NB292	PIR_UPINT_3_NB292	PIR_DOWNINT_3_NB292	PSI_EX_3_NB292	PSI_EX_WITHIRREADS_3_NB292	UPINT_SPLICED_FIRST_3_NB293	DOWNINT_SPLICED_FIRST_3_NB293	BOTH_SPLICED_3_NB293	BOTH_UNSPLICED_3_NB293	EXON_EXCL_3_NB293	EXON_INCLSPLICED_2UPSTRM_3_NB293	EXON_INCLUNSPLICED_2UPSTRM_3_NB293	EXON_INCLSPLICED_2DOSTRM_3_NB293	EXON_INCLUNSPLICED_2DOSTRM_3_NB293	NUPFIDOFI_3_NB293	FUPFI_3_NB293	PIR_UPINT_3_NB293	PIR_DOWNINT_3_NB293	PSI_EX_3_NB293	PSI_EX_WITHIRREADS_3_NB293	UPINT_SPLICED_FIRST_4_NB292	DOWNINT_SPLICED_FIRST_4_NB292	BOTH_SPLICED_4_NB292	BOTH_UNSPLICED_4_NB292	EXON_EXCL_4_NB292	EXON_INCLSPLICED_2UPSTRM_4_NB292	EXON_INCLUNSPLICED_2UPSTRM_4_NB292	EXON_INCLSPLICED_2DOSTRM_4_NB292	EXON_INCLUNSPLICED_2DOSTRM_4_NB292	NUPFIDOFI_4_NB292	FUPFI_4_NB292	PIR_UPINT_4_NB292	PIR_DOWNINT_4_NB292	PSI_EX_4_NB292	PSI_EX_WITHIRREADS_4_NB292	UPINT_SPLICED_FIRST_4_NB293	DOWNINT_SPLICED_FIRST_4_NB293	BOTH_SPLICED_4_NB293	BOTH_UNSPLICED_4_NB293	EXON_EXCL_4_NB293	EXON_INCLSPLICED_2UPSTRM_4_NB293	EXON_INCLUNSPLICED_2UPSTRM_4_NB293	EXON_INCLSPLICED_2DOSTRM_4_NB293	EXON_INCLUNSPLICED_2DOSTRM_4_NB293	NUPFIDOFI_4_NB293	FUPFI_4_NB293	PIR_UPINT_4_NB293	PIR_DOWNINT_4_NB293	PSI_EX_4_NB293	PSI_EX_WITHIRREADS_4_NB293	UPINT_SPLICED_FIRST_5_NB292	DOWNINT_SPLICED_FIRST_5_NB292	BOTH_SPLICED_5_NB292	BOTH_UNSPLICED_5_NB292	EXON_EXCL_5_NB292	EXON_INCLSPLICED_2UPSTRM_5_NB292	EXON_INCLUNSPLICED_2UPSTRM_5_NB292	EXON_INCLSPLICED_2DOSTRM_5_NB292	EXON_INCLUNSPLICED_2DOSTRM_5_NB292	NUPFIDOFI_5_NB292	FUPFI_5_NB292	PIR_UPINT_5_NB292	PIR_DOWNINT_5_NB292	PSI_EX_5_NB292	PSI_EX_WITHIRREADS_5_NB292	UPINT_SPLICED_FIRST_5_NB293	DOWNINT_SPLICED_FIRST_5_NB293	BOTH_SPLICED_5_NB293	BOTH_UNSPLICED_5_NB293	EXON_EXCL_5_NB293	EXON_INCLSPLICED_2UPSTRM_5_NB293	EXON_INCLUNSPLICED_2UPSTRM_5_NB293	EXON_INCLSPLICED_2DOSTRM_5_NB293	EXON_INCLUNSPLICED_2DOSTRM_5_NB293	NUPFIDOFI_5_NB293	FUPFI_5_NB293	PIR_UPINT_5_NB293	PIR_DOWNINT_5_NB293	PSI_EX_5_NB293	PSI_EX_WITHIRREADS_5_NB293	UPINT_SPLICED_FIRST_6_NB292	DOWNINT_SPLICED_FIRST_6_NB292	BOTH_SPLICED_6_NB292	BOTH_UNSPLICED_6_NB292	EXON_EXCL_6_NB292	EXON_INCLSPLICED_2UPSTRM_6_NB292	EXON_INCLUNSPLICED_2UPSTRM_6_NB292	EXON_INCLSPLICED_2DOSTRM_6_NB292	EXON_INCLUNSPLICED_2DOSTRM_6_NB292	NUPFIDOFI_6_NB292	FUPFI_6_NB292	PIR_UPINT_6_NB292	PIR_DOWNINT_6_NB292	PSI_EX_6_NB292	PSI_EX_WITHIRREADS_6_NB292	UPINT_SPLICED_FIRST_6_NB293	DOWNINT_SPLICED_FIRST_6_NB293	BOTH_SPLICED_6_NB293	BOTH_UNSPLICED_6_NB293	EXON_EXCL_6_NB293	EXON_INCLSPLICED_2UPSTRM_6_NB293	EXON_INCLUNSPLICED_2UPSTRM_6_NB293	EXON_INCLSPLICED_2DOSTRM_6_NB293	EXON_INCLUNSPLICED_2DOSTRM_6_NB293	NUPFIDOFI_6_NB293	FUPFI_6_NB293	PIR_UPINT_6_NB293	PIR_DOWNINT_6_NB293	PSI_EX_6_NB293	PSI_EX_WITHIRREADS_6_NB293	UPINT_SPLICED_FIRST_7_NB292	DOWNINT_SPLICED_FIRST_7_NB292	BOTH_SPLICED_7_NB292	BOTH_UNSPLICED_7_NB292	EXON_EXCL_7_NB292	EXON_INCLSPLICED_2UPSTRM_7_NB292	EXON_INCLUNSPLICED_2UPSTRM_7_NB292	EXON_INCLSPLICED_2DOSTRM_7_NB292	EXON_INCLUNSPLICED_2DOSTRM_7_NB292	NUPFIDOFI_7_NB292	FUPFI_7_NB292	PIR_UPINT_7_NB292	PIR_DOWNINT_7_NB292	PSI_EX_7_NB292	PSI_EX_WITHIRREADS_7_NB292	UPINT_SPLICED_FIRST_7_NB293	DOWNINT_SPLICED_FIRST_7_NB293	BOTH_SPLICED_7_NB293	BOTH_UNSPLICED_7_NB293	EXON_EXCL_7_NB293	EXON_INCLSPLICED_2UPSTRM_7_NB293	EXON_INCLUNSPLICED_2UPSTRM_7_NB293	EXON_INCLSPLICED_2DOSTRM_7_NB293	EXON_INCLUNSPLICED_2DOSTRM_7_NB293	NUPFIDOFI_7_NB293	FUPFI_7_NB293	PIR_UPINT_7_NB293	PIR_DOWNINT_7_NB293	PSI_EX_7_NB293	PSI_EX_WITHIRREADS_7_NB293	UPINT_SPLICED_FIRST_8_NB292	DOWNINT_SPLICED_FIRST_8_NB292	BOTH_SPLICED_8_NB292	BOTH_UNSPLICED_8_NB292	EXON_EXCL_8_NB292	EXON_INCLSPLICED_2UPSTRM_8_NB292	EXON_INCLUNSPLICED_2UPSTRM_8_NB292	EXON_INCLSPLICED_2DOSTRM_8_NB292	EXON_INCLUNSPLICED_2DOSTRM_8_NB292	NUPFIDOFI_8_NB292	FUPFI_8_NB292	PIR_UPINT_8_NB292	PIR_DOWNINT_8_NB292	PSI_EX_8_NB292	PSI_EX_WITHIRREADS_8_NB292	UPINT_SPLICED_FIRST_8_NB293	DOWNINT_SPLICED_FIRST_8_NB293	BOTH_SPLICED_8_NB293	BOTH_UNSPLICED_8_NB293	EXON_EXCL_8_NB293	EXON_INCLSPLICED_2UPSTRM_8_NB293	EXON_INCLUNSPLICED_2UPSTRM_8_NB293	EXON_INCLSPLICED_2DOSTRM_8_NB293	EXON_INCLUNSPLICED_2DOSTRM_8_NB293	NUPFIDOFI_8_NB293	FUPFI_8_NB293	PIR_UPINT_8_NB293	PIR_DOWNINT_8_NB293	PSI_EX_8_NB293	PSI_EX_WITHIRREADS_8_NB293	UPINT_SPLICED_FIRST_9_NB292	DOWNINT_SPLICED_FIRST_9_NB292	BOTH_SPLICED_9_NB292	BOTH_UNSPLICED_9_NB292	EXON_EXCL_9_NB292	EXON_INCLSPLICED_2UPSTRM_9_NB292	EXON_INCLUNSPLICED_2UPSTRM_9_NB292	EXON_INCLSPLICED_2DOSTRM_9_NB292	EXON_INCLUNSPLICED_2DOSTRM_9_NB292	NUPFIDOFI_9_NB292	FUPFI_9_NB292	PIR_UPINT_9_NB292	PIR_DOWNINT_9_NB292	PSI_EX_9_NB292	PSI_EX_WITHIRREADS_9_NB292	UPINT_SPLICED_FIRST_9_NB293	DOWNINT_SPLICED_FIRST_9_NB293	BOTH_SPLICED_9_NB293	BOTH_UNSPLICED_9_NB293	EXON_EXCL_9_NB293	EXON_INCLSPLICED_2UPSTRM_9_NB293	EXON_INCLUNSPLICED_2UPSTRM_9_NB293	EXON_INCLSPLICED_2DOSTRM_9_NB293	EXON_INCLUNSPLICED_2DOSTRM_9_NB293	NUPFIDOFI_9_NB293	FUPFI_9_NB293	PIR_UPINT_9_NB293	PIR_DOWNINT_9_NB293	PSI_EX_9_NB293	PSI_EX_WITHIRREADS_9_NB293	UPINT_MINLEN	DOWNINT_MINLEN	INTLEN_CONSIDERED	EX_MINLEN	EX_MAXLEN
0	0	0	0	1	17	0	18	0	0	NA	0	0	0.945945945945946	0.945945945945946	1	2	0	0	4	72	2	76	1	3	0.333333333333333	0.027027027027027	0.012987012987013	0.948717948717949	0.949685534591195	0	0	0	0	0	4	0	4	0	0	NA	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	NA	0	0	1	1	0	2	0	0	1	36	2	38	0	2	0	0.0526315789473684	0	0.973684210526316	0.974358974358974	0	4	0	0	3	66	4	71	0	4	0	0.0571428571428571	0	0.958041958041958	0.959183673469388	0	0	0	0	1	17	0	16	0	0	NA	0	0	0.942857142857143	0.942857142857143	0	0	0	0	1	51	0	49	0	0	NA	0	0	0.980392156862745	0.980392156862745	0	0	0	0	0	4	0	4	0	0	NA	0	0	1	1	0	1	0	0	1	24	1	24	0	1	0	0.04	0	0.96	0.96078431372549	0	0	0	0	0	4	0	4	0	0	NA	0	0	1	1	0	0	0	0	1	16	0	16	0	0	NA	0	0	0.941176470588235	0.941176470588235	0	0	0	0	0	5	0	6	0	0	NA	0	0	1	1	0	0	0	0	0	8	0	8	0	0	NA	0	0	1	1	0	0	0	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	0	0	0	12	0	12	0	0	NA	0	0	1	1	0	0	0	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	0	0	0	8	0	8	0	0	NA	0	0	1	1	0	0	0	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	0	0	0	2	0	2	0	0	NA	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	2	0	3	0	0	NA	0	0	1	1	830	8872	450	107	107
0	0	0	0	3	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	5	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	2	3	0	2	0	2	0	NA	1	1	0	0.4	0	0	0	1	5	0	1	0	1	0	NA	1	1	0	0.166666666666667	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	3	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	4686	23021	450	55	55
0	0	0	0	3	0	0	0	1	0	NA	NA	1	0	0.142857142857143	0	1	0	2	5	0	3	1	2	1	0	1	0.666666666666667	0.0909090909090909	0.375	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	2	0	1	0	1	0	NA	1	1	0	0.333333333333333	0	0	0	1	6	0	1	0	2	0	NA	1	1	0	0.2	0	1	0	2	0	0	3	2	2	1	0	1	0.5	1	1	0	0	0	2	5	0	2	0	2	0	NA	1	1	0	0.285714285714286	0	0	0	1	0	0	1	0	1	0	NA	1	1	NA	1	0	0	0	0	3	0	1	0	0	0	NA	1	NA	0	0.142857142857143	0	0	0	0	0	0	0	1	0	0	NA	NA	0	1	1	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	108	3343	108	137	137
1	0	13	0	2	14	0	16	2	1	1	0	0.111111111111111	0.882352941176471	0.888888888888889	3	0	61	1	10	68	1	66	6	3	1	0.0144927536231884	0.0833333333333333	0.87012987012987	0.875776397515528	0	0	4	1	0	4	1	4	1	0	NA	0.2	0.2	1	1	0	0	0	0	0	1	0	0	0	0	NA	0	NA	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	1	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	30	2	3	33	3	34	2	0	NA	0.0833333333333333	0.0555555555555556	0.917808219178082	0.923076923076923	3	1	57	1	9	62	2	60	4	4	0.75	0.03125	0.0625	0.871428571428571	0.876712328767123	1	1	12	0	3	13	1	15	2	2	0.5	0.0714285714285714	0.117647058823529	0.823529411764706	0.837837837837838	2	0	43	0	7	48	0	45	2	2	1	0	0.0425531914893617	0.869158878504673	0.871559633027523	0	0	1	0	1	1	0	3	0	0	NA	0	0	0.666666666666667	0.666666666666667	0	0	25	0	0	26	0	25	0	0	NA	0	0	1	1	1	0	4	0	0	5	0	5	1	1	1	0	0.166666666666667	1	1	0	1	15	0	1	15	1	16	0	1	0	0.0625	0	0.939393939393939	0.941176470588235	0	0	5	0	0	5	0	5	2	0	NA	0	0.285714285714286	1	1	0	0	5	0	1	5	0	7	0	0	NA	0	0	0.857142857142857	0.857142857142857	0	0	1	0	0	1	0	1	0	0	NA	0	0	1	1	0	1	8	0	3	8	1	9	0	1	0	0.111111111111111	0	0.739130434782609	0.75	0	0	0	0	0	0	0	1	0	0	NA	NA	0	1	1	0	0	7	0	0	7	0	8	0	0	NA	0	0	1	1	0	0	1	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	3	0	0	3	0	3	0	0	NA	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	1	0	1	1	0	1	0	0	NA	0	0	0.5	0.5	17242	1834	450	47	165
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	0	0	0	18	0	0	0	0	0	NA	NA	NA	0	0	0	0	1	0	75	1	0	1	0	0	NA	0	0	0.0131578947368421	0.0131578947368421	0	0	0	0	4	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	1	37	0	1	0	2	0	NA	1	1	0	0.038961038961039	0	0	0	0	68	1	0	1	0	0	NA	0	0	0.0144927536231884	0.0144927536231884	0	0	0	0	18	0	0	0	1	0	NA	NA	1	0	0.027027027027027	0	0	0	0	52	0	0	0	1	0	NA	NA	1	0	0.00952380952380952	0	0	0	0	4	0	0	0	0	0	NA	NA	NA	0	0	1	0	0	0	25	1	0	0	1	1	1	0	1	0.0196078431372549	0.0384615384615385	1	0	0	0	4	1	0	0	1	1	1	0	1	0.111111111111111	0.2	0	0	0	0	17	0	0	0	0	0	NA	NA	NA	0	0	0	0	1	0	4	1	0	1	0	0	NA	0	0	0.2	0.2	0	0	0	0	8	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	12	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	8	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	1	0	0	0	2	1	0	0	1	1	1	0	1	0.2	0.333333333333333	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	0	0	1834	830	450	184	184
0	0	3	0	1	3	0	4	0	0	NA	0	0	0.777777777777778	0.777777777777778	0	0	2	0	1	2	0	2	0	0	NA	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	2	0	0	2	0	3	0	0	NA	0	0	1	1	0	1	2	0	2	2	1	7	0	1	0	0.333333333333333	0	0.692307692307692	0.714285714285714	0	0	0	1	0	0	1	0	1	0	NA	1	1	NA	1	0	1	3	0	0	3	1	5	0	1	0	0.25	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	1	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	1	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	1	1	0	1	1	1	1	0	NA	0.5	0.5	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	1	0	0	1	0	1	0	0	NA	0	0	1	1	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	NA	NA	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	562	1579	450	72	72
